publication_id,ventas_30d,visitas_30d,precio_actual,valor_transado,score_inicial,categoria_score,categoria_ss_ekmeans,coincide
MLC3960430484,0,4,18999.000000,0.000000,0.454562,B,A,False
MLC3960455936,0,16,18999.000000,0.000000,0.667064,A,A,True
MLC3964323930,3,29,19999.000000,59997.000000,1.356319,A,A,True
MLC3964479062,0,0,10999.000000,0.000000,0.075104,C,C,True
MLC3965075234,0,6,10999.000000,0.000000,0.413000,B,A,False
MLC3968076530,2,154,9999.000000,19998.000000,1.396524,A,A,True
MLC3968095692,2,93,39999.000000,79998.000000,1.684637,A,A,True
MLC3994367164,0,2,4999.000000,0.000000,0.190880,C,C,True
MLC4029203790,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC4029205684,0,8,29999.000000,0.000000,0.694113,A,A,True
MLC4029229406,0,4,15999.000000,0.000000,0.417067,B,A,False
MLC4029242122,1,10,15999.000000,15999.000000,0.843042,A,A,True
MLC4031342472,0,3,29999.000000,0.000000,0.553299,B,B,True
MLC4031965378,0,3,9999.000000,0.000000,0.303327,C,C,True
MLC4031978584,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC4032146998,2,27,9999.000000,19998.000000,1.099380,A,A,True
